,person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
20408,Police Officer Kristin Marie Pataki,"Maryland-National Capital Park Police - Montgomery County Division, MD","EOW: Saturday, May 4, 2002",Cause of Death: Automobile accident,Automobile accident,2002-05-04,2002,False,Maryland-National Capital Park Police - Montgomery County Division, MD
20409,Border Patrol Agent Roberto Javier Duran,"United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US","EOW: Monday, May 6, 2002",Cause of Death: Automobile accident,Automobile accident,2002-05-06,2002,False,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
20410,Police Officer Julie Rochelle Jacks,"Chattanooga Police Department, TN","EOW: Monday, May 6, 2002",Cause of Death: Gunfire,Gunfire,2002-05-06,2002,False,Chattanooga Police Department, TN
20411,Special Deputy Kay Carolyn Gregory,"Marion County Sheriff's Department, IN","EOW: Friday, May 10, 2002",Cause of Death: Automobile accident,Automobile accident,2002-05-10,2002,False,Marion County Sheriff's Department, IN
20412,Sergeant Jaime Primera Rodriguez,"Andrews Department of Public Safety, TX","EOW: Thursday, May 16, 2002",Cause of Death: Gunfire,Gunfire,2002-05-16,2002,False,Andrews Department of Public Safety, TX
20413,Deputy Sheriff Frankie Lynn Betterton,"Pittsylvania County Sheriff's Office, VA","EOW: Friday, May 17, 2002",Cause of Death: Gunfire,Gunfire,2002-05-17,2002,False,Pittsylvania County Sheriff's Office, VA
20414,"Police Officer Joseph E. Hanusey, III","Plumstead Township Police Department, PA","EOW: Saturday, May 18, 2002",Cause of Death: Automobile accident,Automobile accident,2002-05-18,2002,False,Plumstead Township Police Department, PA
20415,Deputy Sheriff Dennis Earl Phelps,"Fresno County Sheriff's Department, CA","EOW: Monday, May 20, 2002",Cause of Death: Gunfire,Gunfire,2002-05-20,2002,False,Fresno County Sheriff's Department, CA
20416,Marine Deputy Thomas Ernest Rice,"Josephine County Sheriff's Office, OR","EOW: Thursday, May 23, 2002",Cause of Death: Aircraft accident,Aircraft accident,2002-05-23,2002,False,Josephine County Sheriff's Office, OR
20417,Officer Kirk Robert Huffstetler,"Portland Police Bureau, OR","EOW: Sunday, May 26, 2002",Cause of Death: Automobile accident,Automobile accident,2002-05-26,2002,False,Portland Police Bureau, OR
20418,"Police Officer Robert James Taylor, Sr.","Rocky Boy's Tribal Police Department, TR","EOW: Monday, May 27, 2002",Cause of Death: Drowned,Drowned,2002-05-27,2002,False,Rocky Boy's Tribal Police Department, TR
20419,Deputy Sheriff Jefferson Hancock Davis,"Columbia County Sheriff's Office, FL","EOW: Thursday, May 30, 2002",Cause of Death: Automobile accident,Automobile accident,2002-05-30,2002,False,Columbia County Sheriff's Office, FL
20420,"Trooper First Class Jimmie Harold White, II","Arkansas State Police, AR","EOW: Saturday, June 1, 2002",Cause of Death: Motorcycle accident,Motorcycle accident,2002-06-01,2002,False,Arkansas State Police, AR
20421,Officer John Pedro,"California Highway Patrol, CA","EOW: Monday, June 3, 2002",Cause of Death: Automobile accident,Automobile accident,2002-06-03,2002,False,California Highway Patrol, CA
20422,"Correctional Officer James Grover Henderson, Jr.","Georgia Department of Corrections, GA","EOW: Monday, June 3, 2002",Cause of Death: Assault,Assault,2002-06-03,2002,False,Georgia Department of Corrections, GA
20423,Corporal David Eugene King,"Liberty County Sheriff's Department, TX","EOW: Tuesday, June 4, 2002",Cause of Death: Automobile accident,Automobile accident,2002-06-04,2002,False,Liberty County Sheriff's Department, TX
20424,"Patrolman Daniel James Clark, Sr.","Prichard Police Department, AL","EOW: Thursday, June 6, 2002",Cause of Death: Vehicle pursuit,Vehicle pursuit,2002-06-06,2002,False,Prichard Police Department, AL
20425,Agent Juan Carlos Nieves-Ramos,"Puerto Rico Police Department, PR","EOW: Thursday, June 6, 2002",Cause of Death: Gunfire,Gunfire,2002-06-06,2002,False,Puerto Rico Police Department, PR
20426,Patrolman Yamil Baez-Santiago,"Clarksville Police Department, TN","EOW: Friday, June 7, 2002",Cause of Death: Vehicle pursuit,Vehicle pursuit,2002-06-07,2002,False,Clarksville Police Department, TN
20427,Patrolman David John Scott,"Clarksville Police Department, TN","EOW: Friday, June 7, 2002",Cause of Death: Vehicle pursuit,Vehicle pursuit,2002-06-07,2002,False,Clarksville Police Department, TN
20428,Officer Robert Joseph Nielsen,"Chandler Police Department, AZ","EOW: Wednesday, June 12, 2002",Cause of Death: Automobile accident,Automobile accident,2002-06-12,2002,False,Chandler Police Department, AZ
20429,Police Officer Jon Clifton Cook,"San Francisco Police Department, CA","EOW: Wednesday, June 12, 2002",Cause of Death: Automobile accident,Automobile accident,2002-06-12,2002,False,San Francisco Police Department, CA
20430,Senior Trooper Michael Joseph Rao,"South Carolina Highway Patrol, SC","EOW: Wednesday, June 12, 2002",Cause of Death: Struck by vehicle,Struck by vehicle,2002-06-12,2002,False,South Carolina Highway Patrol, SC
20431,Deputy Sheriff Shane Ronald Bennett,"Harris County Sheriff's Office, TX","EOW: Wednesday, June 12, 2002",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),2002-06-12,2002,False,Harris County Sheriff's Office, TX
20432,Deputy Sheriff Richard Anthony Herzog,"King County Sheriff's Office, WA","EOW: Saturday, June 22, 2002",Cause of Death: Gunfire,Gunfire,2002-06-22,2002,False,King County Sheriff's Office, WA
20433,Deputy Sheriff Kevin Joseph Tarsia,"Broome County Sheriff's Office, NY","EOW: Thursday, July 4, 2002",Cause of Death: Gunfire,Gunfire,2002-07-04,2002,False,Broome County Sheriff's Office, NY
20434,Corporal Kenneth Jeffrey Johnson,"South Carolina Highway Patrol, SC","EOW: Sunday, July 7, 2002",Cause of Death: Gunfire,Gunfire,2002-07-07,2002,False,South Carolina Highway Patrol, SC
20435,"Code Enforcement Officer Edmond J. Songy, Jr.","St. John the Baptist Parish Sheriff's Office, LA","EOW: Tuesday, July 9, 2002",Cause of Death: Vehicular assault,Vehicular assault,2002-07-09,2002,False,St. John the Baptist Parish Sheriff's Office, LA
20436,Officer Jesse Kenneth Paderez,"San Fernando Police Department, CA","EOW: Wednesday, July 17, 2002",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),2002-07-17,2002,False,San Fernando Police Department, CA
20437,Sergeant Anthony Scott Futrell,"Charlotte-Mecklenburg Police Department, NC","EOW: Wednesday, July 17, 2002",Cause of Death: Aircraft accident,Aircraft accident,2002-07-17,2002,False,Charlotte-Mecklenburg Police Department, NC
20438,Major Robert Steven Kennedy,"Boone Police Department, NC","EOW: Wednesday, July 17, 2002",Cause of Death: Aircraft accident,Aircraft accident,2002-07-17,2002,False,Boone Police Department, NC
20439,"Deputy Sheriff Richard Edward Ashley, Sr.","Chowan County Sheriff's Office, NC","EOW: Wednesday, July 17, 2002",Cause of Death: Aircraft accident,Aircraft accident,2002-07-17,2002,False,Chowan County Sheriff's Office, NC
20440,Police Officer Ann Marie Guinta,"DeKalb County Police Department, GA","EOW: Saturday, July 20, 2002",Cause of Death: Automobile accident,Automobile accident,2002-07-20,2002,False,DeKalb County Police Department, GA
20441,"Officer Robert Galen Etter, Jr.","Hobart / Lawrence Police Department, WI","EOW: Monday, July 22, 2002",Cause of Death: Vehicular assault,Vehicular assault,2002-07-22,2002,False,Hobart / Lawrence Police Department, WI
20442,Officer Stephanie Rae Markins,"Hobart / Lawrence Police Department, WI","EOW: Monday, July 22, 2002",Cause of Death: Vehicular assault,Vehicular assault,2002-07-22,2002,False,Hobart / Lawrence Police Department, WI
20443,Patrolman Roberto Nieto,"Eagle Lake Police Department, TX","EOW: Wednesday, July 24, 2002",Cause of Death: Struck by train,Struck by train,2002-07-24,2002,False,Eagle Lake Police Department, TX
20444,Police Officer Jessica Ann Nagle-Wilson,"Hazel Park Police Department, MI","EOW: Sunday, July 28, 2002",Cause of Death: Gunfire,Gunfire,2002-07-28,2002,False,Hazel Park Police Department, MI
20445,Police Officer Melissa Jayne Schmidt,"Minneapolis Police Department, MN","EOW: Thursday, August 1, 2002",Cause of Death: Gunfire,Gunfire,2002-08-01,2002,False,Minneapolis Police Department, MN
20446,Police Officer Christopher Wayne Russell,"New Orleans Police Department, LA","EOW: Sunday, August 4, 2002",Cause of Death: Gunfire,Gunfire,2002-08-04,2002,False,New Orleans Police Department, LA
20447,Deputy Sheriff Renee Danell Azure,"Union County Sheriff's Office, FL","EOW: Tuesday, August 6, 2002",Cause of Death: Automobile accident,Automobile accident,2002-08-06,2002,False,Union County Sheriff's Office, FL
20448,Park Ranger Kristopher William Eggle,"United States Department of the Interior - National Park Service, US","EOW: Friday, August 9, 2002",Cause of Death: Gunfire,Gunfire,2002-08-09,2002,False,United States Department of the Interior - National Park Service, US
20449,Patrolman Eric Bradford Taylor,"Massillon Police Department, OH","EOW: Friday, August 9, 2002",Cause of Death: Gunfire,Gunfire,2002-08-09,2002,False,Massillon Police Department, OH
20450,Officer Hakim Azim Farthing,"United States Department of the Interior - United States Park Police, US","EOW: Saturday, August 10, 2002",Cause of Death: Vehicular assault,Vehicular assault,2002-08-10,2002,False,United States Department of the Interior - United States Park Police, US
20451,Police Officer Scott T. Stewart,"Detroit Police Department, MI","EOW: Sunday, August 11, 2002",Cause of Death: Gunfire,Gunfire,2002-08-11,2002,False,Detroit Police Department, MI
20452,Police Officer Kevin William Schultz,"Pojoaque Pueblo Tribal Police Department, TR","EOW: Saturday, August 17, 2002",Cause of Death: Drowned,Drowned,2002-08-17,2002,False,Pojoaque Pueblo Tribal Police Department, TR
20453,Police Officer Crystal Deneen Sheffield,"Baltimore City Police Department, MD","EOW: Thursday, August 22, 2002",Cause of Death: Automobile accident,Automobile accident,2002-08-22,2002,False,Baltimore City Police Department, MD
20454,Deputy Sheriff Donald Lee Mauldin,"Pinal County Sheriff's Office, AZ","EOW: Saturday, August 24, 2002",Cause of Death: Gunfire,Gunfire,2002-08-24,2002,False,Pinal County Sheriff's Office, AZ
20455,Police Officer Steven E. Graham,"Barrington-Inverness Police Department, IL","EOW: Sunday, August 25, 2002",Cause of Death: Heart attack,Heart attack,2002-08-25,2002,False,Barrington-Inverness Police Department, IL
20456,Police Officer Mary Lynn Beall,"Dayton Police Department, OH","EOW: Sunday, August 25, 2002",Cause of Death: Gunfire,Gunfire,2002-08-25,2002,False,Dayton Police Department, OH
20457,Police Officer Disdale O. Enton,"New York City Police Department, NY","EOW: Tuesday, August 27, 2002",Cause of Death: Duty related illness,Duty related illness,2002-08-27,2002,False,New York City Police Department, NY
20458,Sergeant James Victor Arnaud,"Prince George's County Sheriff's Office, MD","EOW: Thursday, August 29, 2002",Cause of Death: Gunfire,Gunfire,2002-08-29,2002,False,Prince George's County Sheriff's Office, MD
20459,Private First Class Elizabeth  Licera Magruder,"Prince George's County Sheriff's Office, MD","EOW: Thursday, August 29, 2002",Cause of Death: Gunfire,Gunfire,2002-08-29,2002,False,Prince George's County Sheriff's Office, MD
20460,Police Officer Michael Janson Barwick,"St. Louis Metropolitan Police Department, MO","EOW: Thursday, August 29, 2002",Cause of Death: Vehicle pursuit,Vehicle pursuit,2002-08-29,2002,False,St. Louis Metropolitan Police Department, MO
20461,Agent Yesenia Nieves-Ruiz,"Puerto Rico Police Department, PR","EOW: Saturday, August 31, 2002",Cause of Death: Gunfire,Gunfire,2002-08-31,2002,False,Puerto Rico Police Department, PR
20462,Deputy Sheriff Bradley Alan Anderson,"St. Louis County Sheriff's Office, MN","EOW: Monday, September 2, 2002",Cause of Death: Automobile accident,Automobile accident,2002-09-02,2002,False,St. Louis County Sheriff's Office, MN
20463,Lieutenant Billy Ray Jiles,"Carroll County Sheriff's Office, GA","EOW: Tuesday, September 3, 2002",Cause of Death: Gunfire,Gunfire,2002-09-03,2002,False,Carroll County Sheriff's Office, GA
20464,Senior Terrestrial Biologist James Howard Olterman,"Colorado Department of Natural Resources - Wildlife Division, CO","EOW: Wednesday, September 4, 2002",Cause of Death: Aircraft accident,Aircraft accident,2002-09-04,2002,False,Colorado Department of Natural Resources - Wildlife Division, CO
20465,Officer Michael Lee Staples,"United States Department of Agriculture - Forest Service Law Enforcement and Investigations, US","EOW: Wednesday, September 4, 2002",Cause of Death: Automobile accident,Automobile accident,2002-09-04,2002,False,United States Department of Agriculture - Forest Service Law Enforcement and Investigations, US
20466,Officer Conrad Sudario Gernale,"Beaumont Police Department, TX","EOW: Friday, September 6, 2002",Cause of Death: Vehicular assault,Vehicular assault,2002-09-06,2002,False,Beaumont Police Department, TX
20467,Agent Ruben Kuilan-Torres,"Puerto Rico Police Department, PR","EOW: Saturday, September 7, 2002",Cause of Death: Gunfire,Gunfire,2002-09-07,2002,False,Puerto Rico Police Department, PR
20468,"Sergeant John Thomas Hart, Sr.","New York State Department of Correctional Services, NY","EOW: Monday, September 9, 2002",Cause of Death: Heart attack,Heart attack,2002-09-09,2002,False,New York State Department of Correctional Services, NY
20469,"Police Officer Beryl Wayne Scott, Jr.","Phoenix Police Department, AZ","EOW: Tuesday, September 10, 2002",Cause of Death: Motorcycle accident,Motorcycle accident,2002-09-10,2002,False,Phoenix Police Department, AZ
20470,"Master Officer Charles Radford Paul, III","Raleigh Police Department, NC","EOW: Tuesday, September 10, 2002",Cause of Death: Motorcycle accident,Motorcycle accident,2002-09-10,2002,False,Raleigh Police Department, NC
20471,Deputy Sheriff Morris L. Taylor,"Douglas County Sheriff's Office, OR","EOW: Saturday, September 14, 2002",Cause of Death: Gunfire,Gunfire,2002-09-14,2002,False,Douglas County Sheriff's Office, OR
20472,Police Officer Benjamin Perez,"Chicago Police Department, IL","EOW: Wednesday, September 18, 2002",Cause of Death: Struck by train,Struck by train,2002-09-18,2002,False,Chicago Police Department, IL
20473,Sergeant Matthew Ray Davis,"Orange County Sheriff's Department, CA","EOW: Sunday, September 22, 2002",Cause of Death: Motorcycle accident,Motorcycle accident,2002-09-22,2002,False,Orange County Sheriff's Department, CA
20474,Deputy Sheriff Edward Norman Dare,"Iron County Sheriff's Office, UT","EOW: Tuesday, September 24, 2002",Cause of Death: Automobile accident,Automobile accident,2002-09-24,2002,False,Iron County Sheriff's Office, UT
20475,Police Officer Michael Robert Scofield,"Reno Police Department, NV","EOW: Thursday, September 26, 2002",Cause of Death: Vehicular assault,Vehicular assault,2002-09-26,2002,False,Reno Police Department, NV
20476,Agent Wilbert Rodriguez-Sepulveda,"Puerto Rico Police Department, PR","EOW: Thursday, September 26, 2002",Cause of Death: Gunfire,Gunfire,2002-09-26,2002,False,Puerto Rico Police Department, PR
